10.056,95.095,91.24,87.508,83.725,80.065,76.376,72.89,69.017,65.451,61.982,58.53,54.585,51.262,47.903,44.364,40.694,36.801,32.835,28.316,22.611,15.583,6.3543,-8.2444,-42.418,9.7315,82.239,113.37,132.04,144.29,152.82,158.53,162.37,165.43,167.88,169.02,169.45,169.26,169.63,168.82,167.6,166.14,164.82,162.61,160.31,157.58,154.55,151.16,147.7,144.08,140.23,136.28,132.13,127.85,123.73,119.5,115.4,111.23,107.22,103.04,99.127,95.097,91.241,87.511,83.733,80.079,76.393,72.912,69.036,65.47,62.004,58.549,54.608,51.28,47.82,44.387,40.72,36.83,32.854,28.334,22.634,15.608,6.3718,-8.232,-42.281,9.9336,82.174,113.34,131.92,144.25,152.78,158.5,162.34,165.4,167.86,168.96,169.48,169.27,169.57,168.88,167.55,166.09,164.76,162.54,160.24,157.5,154.45,151.04,147.59,143.98,140.13,136.25,132.06,127.8,123.68,119.44,115.34,111.17,107.17,103.02,99.106,95.074
11.061,93.279,89.865,86.578,83.325,80.153,76.96,73.85,70.769,67.691,64.927,61.943,59.136,56.354,53.931,50.841,48.307,45.662,43.129,40.203,37.027,33.743,30.219,25.532,19.677,11.941,0.2457,-23.267,-37.088,62.558,99.846,120.83,134.28,143.33,149.66,153.46,156.01,157.94,158.78,158.34,157.79,156.89,155.43,153.29,150.93,148.3,145.67,142.69,139.79,136.69,133.28,129.72,126.13,122.55,118.75,115.06,111.42,107.71,103.96,100.3,96.787,93.279,89.864,86.579,83.331,80.164,76.974,73.871,70.786,67.708,64.947,61.96,59.159,56.373,53.844,50.865,48.334,45.695,43.15,40.221,37.055,33.773,30.246,25.558,19.703,11.971,0.25806,-23.253,-37.213,62.522,99.804,120.79,134.24,143.3,149.63,153.39,156.04,157.95,158.71,158.37,157.74,156.84,155.37,153.21,150.85,148.21,145.58,142.59,139.69,136.59,133.2,129.69,126.06,122.48,118.69,115.01,111.28,107.67,103.99,100.26,96.709,93.256
12.067,93.124,89.848,86.662,83.526,80.515,77.47,74.55,71.782,69.006,66.402,63.772,61.198,58.7,56.403,54.028,51.877,49.934,47.833,45.529,43.41,41.304,39.104,36.527,33.966,30.932,27.026,22.183,15.697,6.2427,-10.649,-51.229,37.488,86.14,110.24,124.83,134.64,141.18,144.66,146.91,148.46,149.07,148.35,147.1,145.35,144.08,141.59,139.31,136.65,134,130.66,127.44,124.19,120.73,117.35,113.79,110.22,106.59,103.11,99.659,96.294,93.121,89.846,86.661,83.529,80.524,77.482,74.569,71.797,69.02,66.419,63.786,61.219,58.718,56.313,54.052,51.905,49.971,47.854,45.544,43.44,41.336,39.133,36.557,33.991,30.957,27.05,22.209,15.711,6.2562,-10.641,-51.235,37.456,86.11,110.2,124.75,134.65,141.18,144.59,146.92,148.4,149.01,148.29,147.03,145.27,144,141.5,139.22,136.56,133.93,130.59,127.4,124.12,120.67,117.29,113.73,110.17,106.53,103.07,99.627,96.268,93.088
13.073,92.379,89.176,86.076,83.11,80.268,77.442,74.641,71.992,69.384,66.834,64.338,61.916,59.766,57.658,55.494,53.555,51.809,49.826,48.109,46.506,45.065,43.106,41.688,40.162,38.438,36.374,34.135,31.775,28.811,24.598,19.124,11.242,-1.9087,-33.297,0.56693,69.872,97.889,114.15,124.35,131.05,134.84,136.81,137.87,138.37,137.48,136.24,134.35,132.88,130.32,127.45,124.58,121.81,118.5,115.29,111.99,108.52,105.12,101.84,98.626,95.399,92.372,89.17,86.073,83.111,80.274,77.452,74.658,72.005,69.397,66.85,64.352,61.936,59.783,57.566,55.516,53.581,51.842,49.847,48.126,46.536,45.096,43.136,41.719,40.187,38.462,36.4,34.16,31.798,28.832,24.617,19.143,11.256,-1.9002,-33.296,0.52302,69.906,97.904,114.08,124.36,131,134.78,136.74,137.79,138.3,137.41,136.16,134.26,132.78,130.23,127.38,124.54,121.74,118.45,115.24,111.94,108.48,105.08,101.79,98.582,95.353,92.334
14.078,91.936,88.881,85.875,82.924,80.12,77.421,74.649,72.068,69.482,66.983,64.555,62.274,60.097,58.2,56.201,54.27,52.571,50.783,49.182,47.86,46.467,45.218,44.009,42.978,41.52,40.389,39.204,38.076,36.501,34.662,32.642,30.37,26.853,22.111,15.432,4.7435,-17.318,-44.187,49.983,84.657,103.05,114.18,121.25,125.62,127.35,128.27,128.54,127.83,126.13,124.28,122.24,119.82,116.84,113.8,110.61,107.54,104.27,101.14,98.198,95.002,91.925,88.872,85.867,82.922,80.124,77.428,74.664,72.079,69.494,66.997,64.567,62.293,60.114,58.107,56.223,54.294,52.602,50.802,49.199,47.889,46.496,45.247,44.04,43.005,41.544,40.416,39.23,38.103,36.525,34.683,32.665,30.389,26.869,22.125,15.458,4.7396,-17.312,-44.222,50.005,84.61,103,114.12,121.18,125.55,127.28,128.18,128.45,127.74,126.05,124.21,122.2,119.75,116.79,113.74,110.6,107.5,104.24,101.1,98.127,94.969,91.904
15.084,91.894,88.923,85.988,83.212,80.403,77.689,74.962,72.309,69.748,67.292,65.033,62.723,60.672,58.684,56.678,54.792,53.039,51.44,50.006,48.717,47.436,46.263,45.151,44.211,43.234,42.387,41.75,41.045,39.907,39.12,38.24,37.218,35.736,34.199,32.27,29.459,25.543,19.862,11.023,-5.3557,-47.84,23.597,70.388,91.834,104.06,111.8,116.44,118.37,118.98,119.09,118.43,116.58,114.39,111.74,109.74,106.58,103.81,100.78,97.995,94.789,91.887,88.915,85.978,83.208,80.404,77.694,74.974,72.317,69.757,67.303,65.045,62.74,60.688,58.59,56.699,54.816,53.068,51.459,50.024,48.745,47.463,46.291,45.181,44.238,43.258,42.413,41.776,41.073,39.932,39.142,38.265,37.24,35.754,34.216,32.303,29.455,25.546,19.89,11.019,-5.3418,-47.842,23.556,70.328,91.771,103.99,111.72,116.35,118.27,118.9,119.01,118.39,116.51,114.33,111.69,109.7,106.54,103.77,100.75,97.981,94.765,91.861
16.089,90.397,87.807,85.008,82.34,79.771,77.11,74.495,72.05,69.594,67.301,65.064,62.819,60.706,58.844,56.838,55.107,53.468,51.93,50.554,49.318,48.047,47.012,46.089,45.201,44.487,43.8,43.268,42.58,42.118,41.663,41.442,40.591,40.254,39.79,39.258,38.237,36.927,35.536,33.593,30.147,25.256,17.746,4.5529,-27.152,-15.149,51.845,77.167,91.157,99.518,104.46,106.79,107.53,107.3,106.65,105.07,102.96,100.58,98.634,95.932,93.017,90.409,87.814,85.01,82.343,79.775,77.116,74.507,72.057,69.6,67.309,65.074,62.834,60.722,58.748,56.859,55.131,53.492,51.947,50.575,49.345,48.072,47.039,46.118,45.231,44.512,43.825,43.292,42.607,42.143,41.685,41.467,40.612,40.272,39.807,39.294,38.232,36.93,35.569,33.589,30.173,25.282,17.77,4.5786,-27.139,-15.185,51.786,77.091,91.075,99.439,104.39,106.75,107.46,107.24,106.6,105.02,102.91,100.55,98.598,95.901,93.002,90.381
17.095,87.477,85.496,82.94,80.446,77.955,75.677,73.177,70.907,68.74,66.404,64.311,62.195,60.122,58.345,56.473,54.838,53.25,51.833,50.392,49.161,48.009,46.997,46.129,45.399,44.76,44.17,43.747,43.207,42.851,42.682,42.441,42.291,42.25,42.273,41.94,41.878,41.756,41.612,41.222,40.381,39.398,38.049,35.25,31.084,24.614,13.571,-9.3888,-53.393,29.673,61.487,77.322,86.411,91.708,94.709,95.295,95.215,94.733,93.491,91.567,89.606,87.522,85.534,82.969,80.472,77.978,75.698,73.2,70.922,68.751,66.415,64.323,62.21,60.137,58.25,56.492,54.86,53.271,51.849,50.415,49.187,48.033,47.023,46.158,45.43,44.783,44.193,43.77,43.23,42.874,42.703,42.465,42.312,42.268,42.289,41.976,41.873,41.759,41.646,41.218,40.411,39.43,38.08,35.291,31.122,24.652,13.608,-9.3627,-53.412,29.616,61.426,77.28,86.35,91.657,94.658,95.249,95.172,94.701,93.456,91.536,89.599,87.495
18.101,83.112,81.435,79.591,77.486,76.063,73.736,71.687,69.606,67.692,65.55,63.565,61.57,59.718,58.041,56.258,54.702,53.163,51.71,50.385,49.225,48.168,47.232,46.394,45.71,45.02,44.468,44.004,43.7,43.417,43.34,43.248,43.165,43.215,43.388,43.455,43.687,44.132,44.571,44.6,44.953,45.221,45.282,44.852,44.298,43.31,41.306,37.81,32.223,22.766,4.8724,-43.447,1.1131,44.752,63.523,73.666,79.629,83.077,84.214,84.229,83.983,83.178,81.5,79.649,77.542,76.116,73.786,71.736,69.643,67.723,65.578,63.589,61.594,59.739,57.951,56.279,54.724,53.181,51.725,50.408,49.249,48.191,47.257,46.422,45.741,45.042,44.491,44.026,43.725,43.438,43.36,43.271,43.185,43.231,43.402,43.489,43.68,44.135,44.606,44.594,44.984,45.255,45.315,44.898,44.343,43.357,41.357,37.862,32.272,22.808,4.9018,-43.444,1.0774,44.712,63.479,73.624,79.587,83.047,84.179,84.198,83.975,83.151
19.106,72.319,72.785,72.561,72.097,71.017,69.633,68.102,66.999,65.258,63.486,61.887,60.385,58.75,57.348,55.802,54.393,52.959,51.595,50.451,49.388,48.461,47.586,46.816,46.095,45.542,45.005,44.638,44.415,44.249,44.215,44.132,44.199,44.327,44.595,44.948,45.358,46.048,46.484,47.221,47.857,48.819,49.103,49.99,50.704,51.399,51.417,51.086,50.606,49.39,46.366,41.521,33.42,18.485,-16.875,-36.223,25.566,47.982,59.806,66.562,70.438,72.377,72.849,72.626,72.166,71.09,69.707,68.178,67.066,65.32,63.544,61.938,60.434,58.792,57.276,55.834,54.422,52.978,51.612,50.475,49.412,48.484,47.61,46.841,46.126,45.564,45.026,44.66,44.438,44.269,44.234,44.153,44.218,44.342,44.608,44.979,45.35,46.049,46.519,47.215,47.89,48.854,49.138,50.038,50.752,51.451,51.473,51.146,50.666,49.447,46.415,41.549,33.461,18.517,-16.856,-36.241,25.535,47.958,59.774,66.532,70.426,72.349
20.112,44.447,52.16,56.847,59.587,60.495,60.866,61.1,60.857,60.162,59.483,58.654,58.052,56.942,55.988,54.777,53.778,52.631,51.64,50.827,49.909,49.144,48.381,47.695,47.172,46.699,46.386,46.124,46.02,45.885,45.925,45.937,46.144,46.379,46.822,47.303,47.901,48.636,49.336,50.206,51.255,52.277,53.461,54.734,56.118,57.172,58.306,59.411,60.606,61.367,61.501,61.398,60.792,58.39,54.172,46.885,33.872,7.0177,-59.996,2.1265,30.802,44.466,52.192,56.888,59.637,60.556,60.935,61.177,60.935,60.243,59.567,58.737,58.134,57.019,55.944,54.835,53.828,52.665,51.669,50.859,49.936,49.168,48.405,47.719,47.203,46.721,46.406,46.145,46.044,45.904,45.944,45.958,46.162,46.393,46.835,47.334,47.892,48.635,49.371,50.199,51.288,52.312,53.498,54.786,56.169,57.228,58.367,59.478,60.674,61.433,61.558,61.433,60.847,58.437,54.213,46.92,33.903,7.0337,-59.994,2.1072,30.79,44.442
21.117,-32.477,-31.227,8.6732,25.176,34.469,40.244,44.326,46.85,48.586,50.152,51.258,51.774,51.996,52.092,52.369,51.989,51.712,51.298,51.078,50.632,50.312,49.928,49.711,49.426,49.237,49.201,49.168,49.181,49.279,49.519,49.753,50.15,50.618,51.193,51.918,52.663,53.565,54.585,55.784,57.068,58.548,59.991,61.592,63.384,65.061,66.959,69.057,71.074,72.594,74.621,76.516,78.057,78.835,79.194,78.942,77.304,73.426,66.386,53.913,30.279,-32.509,-31.263,8.6623,25.183,34.496,40.277,44.372,46.904,48.653,50.232,51.349,51.873,52.099,52.072,52.458,52.068,51.772,51.351,51.131,50.674,50.346,49.958,49.74,49.461,49.261,49.221,49.189,49.205,49.299,49.538,49.774,50.169,50.632,51.207,51.95,52.653,53.561,54.623,55.775,57.103,58.587,60.032,61.648,63.441,65.123,67.029,69.133,71.154,72.67,74.688,76.561,78.123,78.892,79.246,78.989,77.348,73.454,66.423,53.943,30.286,-32.496
22.123,80.929,67.875,43.611,-11.204,-91.304,-29.321,-3.145,11.641,21.382,28.408,33.654,37.483,40.425,43.113,44.854,46.234,47.342,48.537,49.159,49.511,49.945,50.373,50.721,51.153,51.535,51.842,52.129,52.542,53,53.487,54.222,54.832,55.59,56.317,57.318,58.293,59.419,60.77,62.331,63.878,65.556,67.457,69.274,71.243,73.339,75.465,77.823,79.865,82.296,84.431,86.949,88.597,91.116,93.323,94.981,95.569,95.377,94.862,93.081,88.673,80.955,67.865,43.584,-11.251,-91.326,-29.356,-3.1604,11.64,21.403,28.447,33.713,37.563,40.521,43.096,44.951,46.328,47.422,48.611,49.235,49.573,49.996,50.417,50.761,51.197,51.564,51.865,52.15,52.563,53.018,53.504,54.243,54.849,55.603,56.329,57.35,58.283,59.412,60.811,62.319,63.915,65.597,67.504,69.334,71.302,73.402,75.535,77.898,79.944,82.372,84.498,86.998,88.658,91.169,93.374,95.026,95.61,95.404,94.899,93.112,88.679,80.982
23.128,23.685,21.816,17.907,11.912,2.061,-15.462,-52.212,-149.25,-71.91,-25.861,-4.5202,7.2625,14.408,19.045,21.429,22.984,23.975,24.449,24.405,24.186,23.849,23.629,23.024,22.522,22.068,21.547,20.934,20.627,20.222,19.789,19.506,19.304,18.928,18.692,18.675,18.584,18.507,18.629,18.79,18.759,18.928,19.255,19.612,19.878,20.355,20.854,21.23,21.587,22.229,22.873,23.33,23.981,24.689,25.229,25.508,26.036,26.156,26.426,25.913,24.941,23.71,21.828,17.908,11.898,2.0326,-15.508,-52.28,-149.34,-71.968,-25.894,-4.5285,7.2776,14.439,19.021,21.475,23.035,24.026,24.502,24.461,24.238,23.898,23.672,23.062,22.555,22.09,21.562,20.944,20.634,20.224,19.789,19.506,19.303,18.925,18.69,18.678,18.575,18.501,18.637,18.783,18.767,18.936,19.266,19.626,19.892,20.371,20.872,21.25,21.609,22.25,22.891,23.343,23.998,24.705,25.244,25.522,26.049,26.166,26.438,25.923,24.943,23.718
24.134,18.637,18.4,17.612,16.505,14.923,12.015,7.1682,-0.63828,-14.367,-41.279,-113.8,-105.36,-40.487,-14.748,-1.3056,6.47,11.375,14.227,15.876,16.949,17.614,17.809,17.742,17.439,17.381,16.927,16.479,16.116,15.84,15.333,14.962,14.631,14.295,13.967,13.79,13.599,13.358,13.273,13.22,13.154,13.124,13.285,13.322,13.414,13.671,13.876,14.064,14.31,14.708,15.092,15.419,15.855,16.347,16.687,17.02,17.548,18.139,18.413,18.49,18.73,18.672,18.431,17.639,16.524,14.931,12.013,7.152,-0.66881,-14.415,-41.351,-113.9,-105.44,-40.529,-14.825,-1.3193,6.4676,11.38,14.243,15.901,16.979,17.649,17.849,17.784,17.481,17.417,16.958,16.505,16.137,15.853,15.341,14.967,14.633,14.294,13.965,13.791,13.59,13.351,13.277,13.214,13.158,13.128,13.29,13.33,13.422,13.681,13.887,14.076,14.323,14.72,15.103,15.427,15.866,16.357,16.697,17.03,17.557,18.147,18.422,18.504,18.733,18.678
25.14,19.008,18.998,19.37,19.437,19.334,18.628,17.535,16.082,13.657,9.2012,2.4793,-8.7867,-29.941,-80.08,-149.17,-59.922,-26.247,-9.7397,-0.35958,5.4322,9.1758,11.307,12.676,13.732,14.284,14.476,14.612,14.63,14.495,14.202,13.925,13.709,13.487,13.273,13.096,12.935,12.705,12.569,12.517,12.439,12.473,12.548,12.606,12.664,12.821,13.01,13.17,13.488,13.829,14.158,14.458,14.889,15.295,15.723,16.171,16.698,17.298,17.638,18.182,18.552,19.035,19.027,19.402,19.47,19.365,18.655,17.556,16.093,13.655,9.183,2.4428,-8.8427,-30.02,-80.177,-149.3,-60.005,-26.309,-9.7826,-0.39098,5.4126,9.1699,11.314,12.695,13.76,14.315,14.511,14.648,14.664,14.523,14.225,13.944,13.722,13.494,13.277,13.101,12.928,12.7,12.572,12.511,12.441,12.475,12.552,12.612,12.671,12.829,13.019,13.18,13.499,13.84,14.168,14.464,14.899,15.304,15.731,16.179,16.706,17.305,17.646,18.189,18.556,19.041
26.145,18.813,19.332,19.844,20.326,20.534,20.728,20.69,20.641,20.068,19.088,17.767,15.71,11.992,6.1684,-3.3516,-20.458,-56.371,-154.1,-86.169,-38.917,-18.076,-6.6371,0.33217,4.9619,7.7043,9.5016,10.883,11.827,12.261,12.532,12.583,12.839,12.718,12.659,12.538,12.494,12.314,12.254,12.238,12.206,12.209,12.258,12.28,12.347,12.494,12.672,12.854,13.115,13.431,13.673,13.969,14.4,14.844,15.251,15.763,16.325,16.792,17.268,17.817,18.38,18.824,19.347,19.865,20.351,20.566,20.764,20.728,20.677,20.098,19.111,17.778,15.706,11.973,6.1576,-3.3962,-20.52,-56.456,-154.23,-86.282,-39.004,-18.143,-6.6854,0.3033,4.9492,7.7037,9.5144,10.906,11.857,12.291,12.563,12.612,12.865,12.739,12.675,12.552,12.496,12.314,12.261,12.234,12.209,12.212,12.261,12.286,12.352,12.501,12.68,12.863,13.125,13.44,13.682,13.974,14.408,14.851,15.258,15.77,16.332,16.799,17.276,17.824,18.384,18.83
